3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,19,19,19,47,3,3,3,3,3,3,3,3,3,3,
3,3,18,19,47,3,3,3,3,3,3,3,3,34,3,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,28,4,46,3,3,3,3,3,3,3,3,34,3,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,38,39,45,3,3,3,3,18,19,19,19,19,47,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
34,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,34,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
34,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,34,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,18,19,47,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,28,4,46,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,28,4,4,4,46,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,38,39,45,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,38,39,39,39,45,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,3,3,34,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,28,4,4,4,4,46,3,3,3,3,3,3,3,3,3,3,3,3,34,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,38,39,39,39,39,45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
