24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,24,
24,1,1,1,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,1,1,1,31,1,1,1,21,22,22,22,22,22,22,23,1,1,1,31,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,31,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,31,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,31,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,31,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,41,24,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,1,1,1,31,1,1,1,31,1,1,1,1,1,1,31,1,1,1,1,1,
24,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,43,1,1,1,31,1,1,1,31,1,1,1,1,1,1,41,42,42,42,42,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,24,
24,1,1,1,1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,1,1,1,1,1,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,11,11,11,11,11,24,
24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,1,1,1,1,1,1,12,12,12,12,12,24,
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
